Data as of,Start Date,End Date,State,County Name,Urban Rural Code,FIPS State,FIPS County,FIPS Code,Indicator,Total deaths,COVID-19 Deaths,Non-Hispanic White,Non-Hispanic Black,Non-Hispanic American Indian or Alaska Native,Non-Hispanic Asian,Non-Hispanic Native Hawaiian or Other Pacific Islander,Hispanic,Other,Urban Rural Description,Footnote
03/17/2021,01/01/2020,03/13/2021,NY,Oneida County,3,36,65,36065,Distribution of population (%),3790,572,0.813,0.062,0.002,0.041,0,0.062,0.02,Medium metro,
03/17/2021,01/01/2020,03/13/2021,NY,Onondaga County,3,36,67,36067,Distribution of all-cause deaths (%),7435,925,0.874,0.086,0.007,0.011,,0.018,0.004,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Onondaga County,3,36,67,36067,Distribution of COVID-19 deaths (%),7435,925,0.854,0.093,,0.024,,0.024,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Onondaga County,3,36,67,36067,Distribution of population (%),7435,925,0.764,0.11,0.007,0.038,0,0.052,0.028,Medium metro,
03/17/2021,01/01/2020,03/13/2021,NY,Ontario County,2,36,69,36069,Distribution of all-cause deaths (%),1381,131,0.957,0.022,,,,0.014,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Ontario County,2,36,69,36069,Distribution of COVID-19 deaths (%),1381,131,0.969,,,,,,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Ontario County,2,36,69,36069,Distribution of population (%),1381,131,0.895,0.022,0.002,0.014,0,0.051,0.016,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,NY,Orange County,2,36,71,36071,Distribution of all-cause deaths (%),4096,773,0.777,0.088,,0.013,,0.111,0.008,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Orange County,2,36,71,36071,Distribution of COVID-19 deaths (%),4096,773,0.62,0.149,,0.018,,0.203,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Orange County,2,36,71,36071,Distribution of population (%),4096,773,0.627,0.106,0.002,0.028,0,0.216,0.021,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,NY,Queens County,1,36,81,36081,Distribution of all-cause deaths (%),22837,6805,0.362,0.221,,0.185,,0.196,0.036,Large central metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Queens County,1,36,81,36081,Distribution of COVID-19 deaths (%),22837,6805,0.262,0.209,,0.207,,0.282,0.039,Large central metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Queens County,1,36,81,36081,Distribution of population (%),22837,6805,0.248,0.179,0.003,0.265,0.001,0.281,0.022,Large central metro,
03/17/2021,01/01/2020,03/13/2021,NY,Rensselaer County,3,36,83,36083,Distribution of all-cause deaths (%),1851,125,0.908,0.062,,0.006,,0.017,0.005,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Rensselaer County,3,36,83,36083,Distribution of COVID-19 deaths (%),1851,125,0.824,0.112,,,,,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Rensselaer County,3,36,83,36083,Distribution of population (%),1851,125,0.826,0.071,0.002,0.027,0,0.052,0.022,Medium metro,
03/17/2021,01/01/2020,03/13/2021,NY,Richmond County,1,36,85,36085,Distribution of all-cause deaths (%),5843,1469,0.714,0.096,,0.053,,0.096,0.04,Large central metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Richmond County,1,36,85,36085,Distribution of COVID-19 deaths (%),5843,1469,0.642,0.116,,0.065,,0.14,0.037,Large central metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Richmond County,1,36,85,36085,Distribution of population (%),5843,1469,0.596,0.094,0.001,0.107,0,0.186,0.016,Large central metro,
03/17/2021,01/01/2020,03/13/2021,NY,Rockland County,2,36,87,36087,Distribution of all-cause deaths (%),3427,900,0.701,0.142,,0.038,,0.115,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Rockland County,2,36,87,36087,Distribution of COVID-19 deaths (%),3427,900,0.593,0.179,,0.05,,0.176,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Rockland County,2,36,87,36087,Distribution of population (%),3427,900,0.627,0.112,0.001,0.061,0,0.184,0.015,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,NY,Saratoga County,3,36,91,36091,Distribution of all-cause deaths (%),1943,125,0.972,0.013,,0.006,,0.006,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Saratoga County,3,36,91,36091,Distribution of COVID-19 deaths (%),1943,125,0.992,,,,,,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Saratoga County,3,36,91,36091,Distribution of population (%),1943,125,0.901,0.018,0.002,0.028,0,0.034,0.017,Medium metro,
03/17/2021,01/01/2020,03/13/2021,NY,Schenectady County,3,36,93,36093,Distribution of all-cause deaths (%),2093,164,0.864,0.073,,0.021,,0.033,0.007,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Schenectady County,3,36,93,36093,Distribution of COVID-19 deaths (%),2093,164,0.86,0.067,,,,,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Schenectady County,3,36,93,36093,Distribution of population (%),2093,164,0.724,0.112,0.005,0.049,0.002,0.074,0.034,Medium metro,
03/17/2021,01/01/2020,03/13/2021,NY,Steuben County,5,36,101,36101,Distribution of all-cause deaths (%),1244,137,0.975,0.014,,,,,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Steuben County,5,36,101,36101,Distribution of COVID-19 deaths (%),1244,137,0.985,,,,,,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Steuben County,5,36,101,36101,Distribution of population (%),1244,137,0.934,0.016,0.002,0.016,0,0.017,0.015,Micropolitan,
03/17/2021,01/01/2020,03/13/2021,NY,Suffolk County,2,36,103,36103,Distribution of all-cause deaths (%),19181,4103,0.811,0.072,0.001,0.02,,0.091,0.005,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Suffolk County,2,36,103,36103,Distribution of COVID-19 deaths (%),19181,4103,0.7,0.093,,0.027,,0.173,0.007,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Suffolk County,2,36,103,36103,Distribution of population (%),19181,4103,0.666,0.075,0.002,0.041,0,0.202,0.014,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,NY,Ulster County,4,36,111,36111,Distribution of all-cause deaths (%),1795,160,0.903,0.048,,,,0.036,0.008,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Ulster County,4,36,111,36111,Distribution of COVID-19 deaths (%),1795,160,0.888,,,,,,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Ulster County,4,36,111,36111,Distribution of population (%),1795,160,0.788,0.06,0.002,0.02,0,0.106,0.023,Small metro,
03/17/2021,01/01/2020,03/13/2021,NY,Westchester County,2,36,119,36119,Distribution of all-cause deaths (%),11085,2693,0.684,0.149,,0.028,,0.133,0.005,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Westchester County,2,36,119,36119,Distribution of COVID-19 deaths (%),11085,2693,0.581,0.162,,0.035,,0.217,0.005,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,NY,Westchester County,2,36,119,36119,Distribution of population (%),11085,2693,0.526,0.138,0.001,0.063,0,0.255,0.016,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,OH,Allen County,4,39,3,39003,Distribution of all-cause deaths (%),2020,366,0.901,0.08,,,,0.011,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,OH,Allen County,4,39,3,39003,Distribution of COVID-19 deaths (%),2020,366,0.899,0.074,,,,,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,OH,Allen County,4,39,3,39003,Distribution of population (%),2020,366,0.806,0.122,0.002,0.008,0,0.033,0.029,Small metro,
03/17/2021,01/01/2020,03/13/2021,OH,Ashtabula County,5,39,7,39007,Distribution of all-cause deaths (%),1318,146,0.949,0.034,,,,0.013,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,OH,Ashtabula County,5,39,7,39007,Distribution of COVID-19 deaths (%),1318,146,0.925,,,,,,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,OH,Ashtabula County,5,39,7,39007,Distribution of population (%),1318,146,0.892,0.035,0.002,0.005,0,0.044,0.021,Micropolitan,
03/17/2021,01/01/2020,03/13/2021,OH,Butler County,2,39,17,39017,Distribution of all-cause deaths (%),4301,525,0.88,0.093,,0.015,,0.009,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,OH,Butler County,2,39,17,39017,Distribution of COVID-19 deaths (%),4301,525,0.827,0.128,,0.027,,,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,OH,Butler County,2,39,17,39017,Distribution of population (%),4301,525,0.798,0.088,0.002,0.038,0.001,0.05,0.024,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,OH,Clark County,4,39,23,39023,Distribution of all-cause deaths (%),2198,252,0.893,0.095,,,,0.005,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,OH,Clark County,4,39,23,39023,Distribution of COVID-19 deaths (%),2198,252,0.881,0.111,,,,,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,OH,Clark County,4,39,23,39023,Distribution of population (%),2198,252,0.838,0.087,0.003,0.007,0.001,0.036,0.028,Small metro,
03/17/2021,01/01/2020,03/13/2021,OH,Clermont County,2,39,25,39025,Distribution of all-cause deaths (%),1586,118,0.969,0.019,,,,,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,OH,Clermont County,2,39,25,39025,Distribution of COVID-19 deaths (%),1586,118,0.958,,,,,,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,OH,Clermont County,2,39,25,39025,Distribution of population (%),1586,118,0.932,0.016,0.002,0.013,0,0.021,0.015,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,OH,Columbiana County,5,39,29,39029,Distribution of all-cause deaths (%),1425,189,0.985,0.01,,,,,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,OH,Columbiana County,5,39,29,39029,Distribution of COVID-19 deaths (%),1425,189,0.974,,,,,,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,OH,Columbiana County,5,39,29,39029,Distribution of population (%),1425,189,0.937,0.023,0.002,0.003,0,0.019,0.016,Micropolitan,
03/17/2021,01/01/2020,03/13/2021,OH,Cuyahoga County,1,39,35,39035,Distribution of all-cause deaths (%),22158,2594,0.706,0.261,0.001,0.009,,0.022,0.001,Large central metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,OH,Cuyahoga County,1,39,35,39035,Distribution of COVID-19 deaths (%),22158,2594,0.729,0.234,,0.009,,0.028,,Large central metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,OH,Cuyahoga County,1,39,35,39035,Distribution of population (%),22158,2594,0.586,0.297,0.002,0.033,0,0.063,0.02,Large central metro,
03/17/2021,01/01/2020,03/13/2021,OH,Erie County,5,39,43,39043,Distribution of all-cause deaths (%),1474,198,0.908,0.075,,,,0.014,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,OH,Erie County,5,39,43,39043,Distribution of COVID-19 deaths (%),1474,198,0.869,0.091,,,,,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,OH,Erie County,5,39,43,39043,Distribution of population (%),1474,198,0.83,0.086,0.002,0.007,0,0.045,0.029,Micropolitan,
03/17/2021,01/01/2020,03/13/2021,OH,Fairfield County,2,39,45,39045,Distribution of all-cause deaths (%),1824,181,0.959,0.03,,0.007,,,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,OH,Fairfield County,2,39,45,39045,Distribution of COVID-19 deaths (%),1824,181,0.956,,,,,,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,OH,Fairfield County,2,39,45,39045,Distribution of population (%),1824,181,0.849,0.085,0.002,0.019,0,0.024,0.021,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,OH,Franklin County,1,39,49,39049,Distribution of all-cause deaths (%),18223,2199,0.772,0.192,0.001,0.018,,0.013,0.004,Large central metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,OH,Franklin County,1,39,49,39049,Distribution of COVID-19 deaths (%),18223,2199,0.749,0.194,,0.027,,0.027,,Large central metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,OH,Franklin County,1,39,49,39049,Distribution of population (%),18223,2199,0.621,0.232,0.002,0.057,0,0.058,0.031,Large central metro,
03/17/2021,01/01/2020,03/13/2021,OH,Geauga County,2,39,55,39055,Distribution of all-cause deaths (%),1213,185,0.976,0.018,,,,,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,OH,Geauga County,2,39,55,39055,Distribution of COVID-19 deaths (%),1213,185,0.984,,,,,,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,OH,Geauga County,2,39,55,39055,Distribution of population (%),1213,185,0.954,0.012,0.001,0.007,0,0.016,0.01,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,OH,Greene County,3,39,57,39057,Distribution of all-cause deaths (%),1698,226,0.925,0.052,,0.009,,0.008,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,OH,Greene County,3,39,57,39057,Distribution of COVID-19 deaths (%),1698,226,0.916,0.053,,,,,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,OH,Greene County,3,39,57,39057,Distribution of population (%),1698,226,0.836,0.071,0.003,0.031,0.001,0.03,0.029,Medium metro,
03/17/2021,01/01/2020,03/13/2021,OH,Hamilton County,1,39,61,39061,Distribution of all-cause deaths (%),13725,1582,0.777,0.203,0.001,0.009,,0.007,0.002,Large central metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,OH,Hamilton County,1,39,61,39061,Distribution of COVID-19 deaths (%),13725,1582,0.798,0.185,,0.009,,0.007,,Large central metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,OH,Hamilton County,1,39,61,39061,Distribution of population (%),13725,1582,0.648,0.262,0.001,0.029,0.001,0.036,0.024,Large central metro,
03/17/2021,01/01/2020,03/13/2021,OH,Hancock County,5,39,63,39063,Distribution of all-cause deaths (%),1245,181,0.958,0.017,,,,0.019,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,OH,Hancock County,5,39,63,39063,Distribution of COVID-19 deaths (%),1245,181,0.945,,,,,,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,OH,Hancock County,5,39,63,39063,Distribution of population (%),1245,181,0.886,0.017,0.002,0.019,0,0.057,0.017,Micropolitan,
03/17/2021,01/01/2020,03/13/2021,OH,Jefferson County,4,39,81,39081,Distribution of all-cause deaths (%),1098,123,0.921,0.076,,,,,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,OH,Jefferson County,4,39,81,39081,Distribution of COVID-19 deaths (%),1098,123,0.919,,,,,,,Small metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,OH,Jefferson County,4,39,81,39081,Distribution of population (%),1098,123,0.901,0.054,0.002,0.005,0,0.016,0.022,Small metro,
03/17/2021,01/01/2020,03/13/2021,OH,Lake County,2,39,85,39085,Distribution of all-cause deaths (%),2775,301,0.928,0.055,,0.005,,0.01,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,OH,Lake County,2,39,85,39085,Distribution of COVID-19 deaths (%),2775,301,0.904,0.066,,,,,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,OH,Lake County,2,39,85,39085,Distribution of population (%),2775,301,0.875,0.045,0.001,0.015,0,0.047,0.016,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,OH,Licking County,2,39,89,39089,Distribution of all-cause deaths (%),1974,175,0.968,0.024,,,,,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,OH,Licking County,2,39,89,39089,Distribution of COVID-19 deaths (%),1974,175,0.949,,,,,,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,OH,Licking County,2,39,89,39089,Distribution of population (%),1974,175,0.89,0.041,0.003,0.023,0,0.021,0.023,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,OH,Lorain County,2,39,93,39093,Distribution of all-cause deaths (%),3716,435,0.869,0.08,,0.003,,0.045,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,OH,Lorain County,2,39,93,39093,Distribution of COVID-19 deaths (%),3716,435,0.853,0.087,,,,0.051,,Large fringe metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,OH,Lorain County,2,39,93,39093,Distribution of population (%),3716,435,0.777,0.078,0.002,0.013,0,0.104,0.026,Large fringe metro,
03/17/2021,01/01/2020,03/13/2021,OH,Lucas County,3,39,95,39095,Distribution of all-cause deaths (%),7795,1126,0.794,0.165,,0.003,,0.033,0.003,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,OH,Lucas County,3,39,95,39095,Distribution of COVID-19 deaths (%),7795,1126,0.788,0.15,,,,0.057,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,OH,Lucas County,3,39,95,39095,Distribution of population (%),7795,1126,0.682,0.196,0.002,0.017,0,0.074,0.029,Medium metro,
03/17/2021,01/01/2020,03/13/2021,OH,Mahoning County,3,39,99,39099,Distribution of all-cause deaths (%),4966,716,0.842,0.132,,0.002,,0.021,0.003,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,OH,Mahoning County,3,39,99,39099,Distribution of COVID-19 deaths (%),4966,716,0.855,0.122,,,,0.02,,Medium metro,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,OH,Mahoning County,3,39,99,39099,Distribution of population (%),4966,716,0.754,0.15,0.002,0.009,0,0.065,0.02,Medium metro,
03/17/2021,01/01/2020,03/13/2021,OH,Marion County,5,39,101,39101,Distribution of all-cause deaths (%),1019,189,0.96,0.029,,,,,,Micropolitan,Data based on counts less than 10 suppressed
03/17/2021,01/01/2020,03/13/2021,OH,Marion County,5,39,101,39101,Distribution of COVID-19 deaths (%),1019,189,0.942,,,,,,,Micropolitan,Data based on counts less than 10 suppressed
